Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,25-29,2812,1448,1364,18,16,2,0,0,0,9,9,0,4,3,1,5,4,1,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,30-34,2348,1258,1090,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,35-59,7858,4094,3764,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,60+,1903,940,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Rural,Age not stated,34,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,All ages,26967,13940,13027,7535,4155,3380,7379,4057,3322,61,38,23,41,25,16,51,33,18,3,2,1
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,0-4,2497,1315,1182,229,126,103,229,126,103,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,5,578,310,268,249,127,122,249,127,122,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,6,491,252,239,369,191,178,369,191,178,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,7,583,301,282,560,288,272,560,288,272,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,8,566,289,277,552,284,268,552,284,268,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,9,561,294,267,548,285,263,548,285,263,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,10,678,362,316,666,352,314,666,352,314,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,11,620,349,271,612,345,267,612,345,267,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,12,743,396,347,723,386,337,723,386,337,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,13,678,370,308,661,360,301,661,360,301,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,14,682,357,325,634,342,292,634,342,292,0,0,0,0,0,0,0,0,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,15-19,2720,1416,1304,1555,943,612,1480,899,581,24,15,9,15,7,8,34,20,14,2,2,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,20-24,2473,1215,1258,155,109,46,96,72,24,30,17,13,17,11,6,12,9,3,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,25-29,2348,1149,1199,13,10,3,0,0,0,5,4,1,5,4,1,3,2,1,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,30-34,2010,987,1023,6,6,0,0,0,0,2,2,0,3,3,0,1,1,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,35-59,6894,3621,3273,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,60+,1826,944,882,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
C3010,31,00,0000,State - LAKSHADWEEP  31,Urban,Age not stated,19,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,All ages,31841374,15468614,16372760,7422240,3768662,3653578,6448942,3277509,3171433,643450,297528,345922,221550,129342,92208,102911,62292,40619,5387,1991,3396
C3010,32,00,0000,State - KERALA  32,Total,0-4,2765164,1409487,1355677,123868,62244,61624,123868,62244,61624,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,5,545221,279470,265751,201583,102402,99181,201583,102402,99181,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,6,482761,246070,236691,354451,179573,174878,354451,179573,174878,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,7,501471,254525,246946,480869,243790,237079,480869,243790,237079,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,8,521674,265367,256307,509672,259136,250536,509672,259136,250536,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,9,493054,250247,242807,484224,245705,238519,484224,245705,238519,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,10,586773,302241,284532,574890,296147,278743,574890,296147,278743,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,11,513612,262369,251243,505078,257990,247088,505078,257990,247088,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,12,639568,329463,310105,626078,322395,303683,626078,322395,303683,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,13,628616,315605,313011,612020,307135,304885,612020,307135,304885,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,14,618631,314164,304467,587746,297710,290036,587746,297710,290036,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Total,15-19,2984506,1484586,1499920,1799347,896468,902879,1343234,677302,665932,288262,122945,165317,114508,65937,48571,52866,30001,22865,477,283,194
C3010,32,00,0000,State - KERALA  32,Total,20-24,2983990,1440467,1543523,472209,243661,228548,45229,25980,19249,326258,157972,168286,72730,42422,30308,27268,16886,10382,724,401,323
C3010,32,00,0000,State - KERALA  32,Total,25-29,2786195,1296905,1489290,53934,33487,20447,0,0,0,20760,12390,8370,22123,13909,8214,10609,6973,3636,442,215,227
C3010,32,00,0000,State - KERALA  32,Total,30-34,2516463,1185807,1330656,12202,7045,5157,0,0,0,3386,1782,1604,4778,2696,2082,3656,2429,1227,382,138,244
C3010,32,00,0000,State - KERALA  32,Total,35-59,8911546,4333565,4577981,19622,11691,7931,0,0,0,3600,1838,1762,6226,3772,2454,7692,5474,2218,2104,607,1497
C3010,32,00,0000,State - KERALA  32,Total,60+,3335675,1484212,1851463,3978,1800,2178,0,0,0,935,461,474,1055,527,528,745,476,269,1243,336,907
C3010,32,00,0000,State - KERALA  32,Total,Age not stated,26454,14064,12390,469,283,186,0,0,0,249,140,109,130,79,51,75,53,22,15,11,4
C3010,32,00,0000,State - KERALA  32,Rural,All ages,23574449,11451282,12123167,5486377,2792574,2693803,4822156,2453567,2368589,432943,202961,229982,152358,89732,62626,74865,44804,30061,4055,1510,2545
C3010,32,00,0000,State - KERALA  32,Rural,0-4,2085053,1062041,1023012,87652,43811,43841,87652,43811,43841,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Rural,5,411721,211062,200659,146872,74480,72392,146872,74480,72392,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Rural,6,360912,184130,176782,264299,133895,130404,264299,133895,130404,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Rural,7,374727,189816,184911,358657,181439,177218,358657,181439,177218,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Rural,8,392035,199547,192488,382599,194629,187970,382599,194629,187970,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Rural,9,371176,188296,182880,364314,184781,179533,364314,184781,179533,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Rural,10,440991,227403,213588,431757,222680,209077,431757,222680,209077,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Rural,11,384134,196364,187770,377651,193036,184615,377651,193036,184615,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Rural,12,484350,249455,234895,473852,243982,229870,473852,243982,229870,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Rural,13,474764,238342,236422,461803,231740,230063,461803,231740,230063,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Rural,14,466731,236816,229915,442538,224006,218532,442538,224006,218532,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Rural,15-19,2236959,1113279,1123680,1316139,660954,655185,996359,505500,490859,198150,85681,112469,80508,46639,33869,40758,22915,17843,364,219,145
C3010,32,00,0000,State - KERALA  32,Rural,20-24,2214417,1070197,1144220,321336,168668,152668,33803,19588,14215,216567,106530,110037,50420,29827,20593,20034,12440,7594,512,283,229
C3010,32,00,0000,State - KERALA  32,Rural,25-29,2050842,952190,1098652,34413,21723,12690,0,0,0,13443,8204,5239,13878,8870,5008,6777,4495,2282,315,154,161
C3010,32,00,0000,State - KERALA  32,Rural,30-34,1835928,862361,973567,7384,4357,3027,0,0,0,2036,1128,908,2837,1648,1189,2248,1485,763,263,96,167
C3010,32,00,0000,State - KERALA  32,Rural,35-59,6491737,3149610,3342127,12081,7014,5067,0,0,0,2017,1047,970,3903,2343,1560,4540,3155,1385,1621,469,1152
C3010,32,00,0000,State - KERALA  32,Rural,60+,2479112,1110329,1368783,2728,1187,1541,0,0,0,574,284,290,736,352,384,449,271,178,969,280,689
C3010,32,00,0000,State - KERALA  32,Rural,Age not stated,18860,10044,8816,302,192,110,0,0,0,156,87,69,76,53,23,59,43,16,11,9,2
C3010,32,00,0000,State - KERALA  32,Urban,All ages,8266925,4017332,4249593,1935863,976088,959775,1626786,823942,802844,210507,94567,115940,69192,39610,29582,28046,17488,10558,1332,481,851
C3010,32,00,0000,State - KERALA  32,Urban,0-4,680111,347446,332665,36216,18433,17783,36216,18433,17783,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Urban,5,133500,68408,65092,54711,27922,26789,54711,27922,26789,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Urban,6,121849,61940,59909,90152,45678,44474,90152,45678,44474,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Urban,7,126744,64709,62035,122212,62351,59861,122212,62351,59861,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Urban,8,129639,65820,63819,127073,64507,62566,127073,64507,62566,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Urban,9,121878,61951,59927,119910,60924,58986,119910,60924,58986,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Urban,10,145782,74838,70944,143133,73467,69666,143133,73467,69666,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Urban,11,129478,66005,63473,127427,64954,62473,127427,64954,62473,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Urban,12,155218,80008,75210,152226,78413,73813,152226,78413,73813,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Urban,13,153852,77263,76589,150217,75395,74822,150217,75395,74822,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Urban,14,151900,77348,74552,145208,73704,71504,145208,73704,71504,0,0,0,0,0,0,0,0,0,0,0,0
C3010,32,00,0000,State - KERALA  32,Urban,15-19,747547,371307,376240,483208,235514,247694,346875,171802,175073,90112,37264,52848,34000,19298,14702,12108,7086,5022,113,64,49
C3010,32,00,0000,State - KERALA  32,Urban,20-24,769573,370270,399303,150873,74993,75880,11426,6392,5034,109691,51442,58249,22310,12595,9715,7234,4446,2788,212,118,94
C3010,32,00,0000,State - KERALA  32,Urban,25-29,735353,344715,390638,19521,11764,7757,0,0,0,7317,4186,3131,8245,5039,3206,3832,2478,1354,127,61,66
C3010,32,00,0000,State - KERALA  32,Urban,30-34,680535,323446,357089,4818,2688,2130,0,0,0,1350,654,696,1941,1048,893,1408,944,464,119,42,77
C3010,32,00,0000,State - KERALA  32,Urban,35-59,2419809,1183955,1235854,7541,4677,2864,0,0,0,1583,791,792,2323,1429,894,3152,2319,833,483,138,345
C3010,32,00,0000,State - KERALA  32,Urban,60+,856563,373883,482680,1250,613,637,0,0,0,361,177,184,319,175,144,296,205,91,274,56,218
C3010,32,00,0000,State - KERALA  32,Urban,Age not stated,7594,4020,3574,167,91,76,0,0,0,93,53,40,54,26,28,16,10,6,4,2,2
C3010,33,00,0000,State - TAMIL NADU  33,Total,All ages,62405679,31400909,31004770,13588307,7179855,6408452,12596995,6584608,6012387,717796,418555,299241,196527,133886,62641,59537,33815,25722,17452,8991,8461
C3010,33,00,0000,State - TAMIL NADU  33,Total,0-4,5098462,2619883,2478579,306817,159980,146837,306817,159980,146837,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Total,5,1108208,575431,532777,524591,273761,250830,524591,273761,250830,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Total,6,1028490,530302,498188,784451,405649,378802,784451,405649,378802,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Total,7,1151945,594075,557870,1051147,544051,507096,1051147,544051,507096,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Total,8,1215263,617029,598234,1132647,577293,555354,1132647,577293,555354,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Total,9,1096180,558557,537623,1031555,527769,503786,1031555,527769,503786,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Total,10,1361472,706839,654633,1235662,645897,589765,1235662,645897,589765,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Total,11,1032455,533545,498910,950881,494272,456609,950881,494272,456609,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Total,12,1312936,680658,632278,1141257,598384,542873,1141257,598384,542873,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Total,13,1204733,606677,598056,1016582,520891,495691,1016582,520891,495691,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Total,14,1100730,559084,541646,868254,451288,416966,868254,451288,416966,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Total,15-19,6183767,3135595,3048172,2736839,1485441,1251398,2350568,1266548,1084020,260337,136785,123552,102950,70176,32774,22244,11574,10670,740,358,382
C3010,33,00,0000,State - TAMIL NADU  33,Total,20-24,5801384,2872914,2928470,673950,406762,267188,202583,118825,83758,392536,237123,155413,60026,40875,19151,17047,9138,7909,1758,801,957
C3010,33,00,0000,State - TAMIL NADU  33,Total,25-29,5719070,2732907,2986163,66982,47077,19905,0,0,0,37300,26495,10805,16894,12656,4238,10398,6937,3461,2390,989,1401
C3010,33,00,0000,State - TAMIL NADU  33,Total,30-34,4687799,2344412,2343387,19250,12157,7093,0,0,0,8944,5885,3059,4703,3143,1560,3611,2197,1414,1992,932,1060
C3010,33,00,0000,State - TAMIL NADU  33,Total,35-59,17366443,8773413,8593030,32618,20261,12357,0,0,0,11979,8286,3693,7670,4411,3259,4806,3116,1690,8163,4448,3715
C3010,33,00,0000,State - TAMIL NADU  33,Total,60+,5507400,2735800,2771600,7698,4742,2956,0,0,0,2423,1628,795,2216,1239,977,885,549,336,2174,1326,848
C3010,33,00,0000,State - TAMIL NADU  33,Total,Age not stated,428942,223788,205154,7126,4180,2946,0,0,0,4277,2353,1924,2068,1386,682,546,304,242,235,137,98
C3010,33,00,0000,State - TAMIL NADU  33,Rural,All ages,34921681,17531494,17390187,7399959,3969660,3430299,7059230,3745175,3314055,232299,152033,80266,76755,54835,21920,20469,12111,8358,11206,5506,5700
C3010,33,00,0000,State - TAMIL NADU  33,Rural,0-4,2999803,1548451,1451352,124814,65958,58856,124814,65958,58856,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Rural,5,634167,330862,303305,287272,150996,136276,287272,150996,136276,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Rural,6,598674,310682,287992,465777,242581,223196,465777,242581,223196,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Rural,7,686361,354258,332103,626313,324856,301457,626313,324856,301457,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Rural,8,725858,370496,355362,676519,347340,329179,676519,347340,329179,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Rural,9,660489,338179,322310,621775,320100,301675,621775,320100,301675,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Rural,10,798840,415721,383119,720784,379044,341740,720784,379044,341740,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Rural,11,587871,304877,282994,539843,282719,257124,539843,282719,257124,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Rural,12,774697,402925,371772,663046,351349,311697,663046,351349,311697,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Rural,13,694582,351401,343181,573557,298684,274873,573557,298684,274873,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Rural,14,620590,316861,303729,473277,251143,222134,473277,251143,222134,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Rural,15-19,3477060,1771011,1706049,1323795,755618,568177,1187047,668815,518232,86165,51603,34562,41561,30195,11366,8615,4827,3788,407,178,229
C3010,33,00,0000,State - TAMIL NADU  33,Rural,20-24,3104691,1551058,1553633,254832,166625,88207,99206,61590,37616,126862,85533,41329,22306,16006,6300,5431,3086,2345,1027,410,617
C3010,33,00,0000,State - TAMIL NADU  33,Rural,25-29,3053491,1452229,1601262,23294,17153,6141,0,0,0,12691,9947,2744,6130,4666,1464,2979,2019,960,1494,521,973
C3010,33,00,0000,State - TAMIL NADU  33,Rural,30-34,2463318,1214333,1248985,6795,4374,2421,0,0,0,2633,1972,661,1787,1174,613,1083,686,397,1292,542,750
C3010,33,00,0000,State - TAMIL NADU  33,Rural,35-59,9655593,4797207,4858386,13515,8100,5415,0,0,0,2847,2224,623,3362,1810,1552,1822,1154,668,5484,2912,2572
C3010,33,00,0000,State - TAMIL NADU  33,Rural,60+,3222748,1615844,1606904,3389,2107,1282,0,0,0,493,355,138,1067,594,473,411,263,148,1418,895,523
C3010,33,00,0000,State - TAMIL NADU  33,Rural,Age not stated,162848,85099,77749,1362,913,449,0,0,0,608,399,209,542,390,152,128,76,52,84,48,36
C3010,33,00,0000,State - TAMIL NADU  33,Urban,All ages,27483998,13869415,13614583,6188348,3210195,2978153,5537765,2839433,2698332,485497,266522,218975,119772,79051,40721,39068,21704,17364,6246,3485,2761
C3010,33,00,0000,State - TAMIL NADU  33,Urban,0-4,2098659,1071432,1027227,182003,94022,87981,182003,94022,87981,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Urban,5,474041,244569,229472,237319,122765,114554,237319,122765,114554,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Urban,6,429816,219620,210196,318674,163068,155606,318674,163068,155606,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Urban,7,465584,239817,225767,424834,219195,205639,424834,219195,205639,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Urban,8,489405,246533,242872,456128,229953,226175,456128,229953,226175,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Urban,9,435691,220378,215313,409780,207669,202111,409780,207669,202111,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Urban,10,562632,291118,271514,514878,266853,248025,514878,266853,248025,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Urban,11,444584,228668,215916,411038,211553,199485,411038,211553,199485,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Urban,12,538239,277733,260506,478211,247035,231176,478211,247035,231176,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Urban,13,510151,255276,254875,443025,222207,220818,443025,222207,220818,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Urban,14,480140,242223,237917,394977,200145,194832,394977,200145,194832,0,0,0,0,0,0,0,0,0,0,0,0
C3010,33,00,0000,State - TAMIL NADU  33,Urban,15-19,2706707,1364584,1342123,1413044,729823,683221,1163521,597733,565788,174172,85182,88990,61389,39981,21408,13629,6747,6882,333,180,153
C3010,33,00,0000,State - TAMIL NADU  33,Urban,20-24,2696693,1321856,1374837,419118,240137,178981,103377,57235,46142,265674,151590,114084,37720,24869,12851,11616,6052,5564,731,391,340
C3010,33,00,0000,State - TAMIL NADU  33,Urban,25-29,2665579,1280678,1384901,43688,29924,13764,0,0,0,24609,16548,8061,10764,7990,2774,7419,4918,2501,896,468,428
C3010,33,00,0000,State - TAMIL NADU  33,Urban,30-34,2224481,1130079,1094402,12455,7783,4672,0,0,0,6311,3913,2398,2916,1969,947,2528,1511,1017,700,390,310
C3010,33,00,0000,State - TAMIL NADU  33,Urban,35-59,7710850,3976206,3734644,19103,12161,6942,0,0,0,9132,6062,3070,4308,2601,1707,2984,1962,1022,2679,1536,1143
C3010,33,00,0000,State - TAMIL NADU  33,Urban,60+,2284652,1119956,1164696,4309,2635,1674,0,0,0,1930,1273,657,1149,645,504,474,286,188,756,431,325
C3010,33,00,0000,State - TAMIL NADU  33,Urban,Age not stated,266094,138689,127405,5764,3267,2497,0,0,0,3669,1954,1715,1526,996,530,418,228,190,151,89,62
C3010,34,00,0000,State - PONDICHERRY  34,Total,All ages,974345,486961,487384,243428,128379,115049,213171,110318,102853,22200,12980,9220,5417,3603,1814,2469,1390,1079,171,88,83
C3010,34,00,0000,State - PONDICHERRY  34,Total,0-4,84617,42930,41687,9031,4720,4311,9031,4720,4311,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Total,5,17141,8797,8344,9658,4982,4676,9658,4982,4676,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Total,6,15401,7838,7563,12358,6294,6064,12358,6294,6064,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Total,7,16511,8449,8062,15710,8035,7675,15710,8035,7675,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Total,8,18012,9142,8870,17408,8847,8561,17408,8847,8561,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Total,9,16588,8514,8074,16168,8313,7855,16168,8313,7855,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Total,10,20318,10478,9840,19585,10127,9458,19585,10127,9458,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Total,11,17130,8806,8324,16560,8514,8046,16560,8514,8046,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Total,12,20283,10391,9892,19062,9814,9248,19062,9814,9248,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Total,13,18991,9476,9515,17541,8813,8728,17541,8813,8728,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Total,14,17694,8940,8754,15474,7899,7575,15474,7899,7575,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Total,15-19,97688,49398,48290,53457,28576,24881,42436,22620,19816,7024,3597,3427,3181,2020,1161,805,331,474,11,8,3
C3010,34,00,0000,State - PONDICHERRY  34,Total,20-24,97694,48028,49666,16761,10165,6596,2180,1340,840,12525,7518,5007,1476,1003,473,555,289,266,25,15,10
C3010,34,00,0000,State - PONDICHERRY  34,Total,25-29,96515,45974,50541,2845,1985,860,0,0,0,1756,1214,542,486,376,110,574,382,192,29,13,16
C3010,34,00,0000,State - PONDICHERRY  34,Total,30-34,81221,41258,39963,817,568,249,0,0,0,419,294,125,137,100,37,238,160,78,23,14,9
C3010,34,00,0000,State - PONDICHERRY  34,Total,35-59,256712,131599,125113,918,678,240,0,0,0,446,335,111,121,94,27,285,221,64,66,28,38
C3010,34,00,0000,State - PONDICHERRY  34,Total,60+,81016,36461,44555,67,43,24,0,0,0,23,17,6,15,9,6,12,7,5,17,10,7
C3010,34,00,0000,State - PONDICHERRY  34,Total,Age not stated,813,482,331,8,6,2,0,0,0,7,5,2,1,1,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Rural,All ages,325726,163703,162023,79519,42495,37024,73266,38354,34912,4284,2756,1528,1393,1024,369,521,329,192,55,32,23
C3010,34,00,0000,State - PONDICHERRY  34,Rural,0-4,30538,15500,15038,2752,1458,1294,2752,1458,1294,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Rural,5,6109,3136,2973,3321,1690,1631,3321,1690,1631,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Rural,6,5174,2624,2550,4311,2201,2110,4311,2201,2110,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Rural,7,5784,2970,2814,5513,2829,2684,5513,2829,2684,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Rural,8,6356,3223,3133,6167,3124,3043,6167,3124,3043,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Rural,9,6073,3145,2928,5939,3088,2851,5939,3088,2851,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Rural,10,7169,3743,3426,6935,3622,3313,6935,3622,3313,0,0,0,0,0,0,0,0,0,0,0,0
C3010,34,00,0000,State - PONDICHERRY  34,Rural,11,6054,3073,2981,5861,2988,2873,5861,2988,2873,0,0,0,0,0,0,0,0,0,0,0,0
